day,daily_usdc_volume,daily_usdc_tx_count
2024-07-26 0:00,509637207416,87724
2024-07-27 0:00,4130785011,73220
2024-07-28 0:00,23398714614,67626
2024-07-29 0:00,12920393584,93035
2024-07-30 0:00,7786305196,80794
2024-07-31 0:00,154319217088,85773
2024-08-01 0:00,33552735481,93208
2024-08-02 0:00,13494230751,101065
2024-08-03 0:00,5628858031,104017
2024-08-04 0:00,5609566128,103589
2024-08-05 0:00,23940510002,164582
2024-08-06 0:00,12824637417,114698
2024-08-07 0:00,9937486128,108980
2024-08-08 0:00,8566264764,100592
2024-08-09 0:00,500889566414,91652
2024-08-10 0:00,2655318617,74187
2024-08-11 0:00,3719937132,76907
2024-08-12 0:00,10666682446,92732
2024-08-13 0:00,1.00001E+15,91260
2024-08-14 0:00,9510020566,85612
2024-08-15 0:00,8259435261,84281
2024-08-16 0:00,39782196110,92513
2024-08-17 0:00,3058214395,65119
2024-08-18 0:00,2751998323,67488
2024-08-19 0:00,1009100214874,84516
2024-08-20 0:00,9975850050,103875
2024-08-21 0:00,10532838959,92715
2024-08-22 0:00,9045685595,91195
2024-08-23 0:00,12234764505,107652
2024-08-24 0:00,5345026946,93615
2024-08-25 0:00,3735419059,81757
2024-08-26 0:00,9764594630,95848
2024-08-27 0:00,11238063616,106734
2024-08-28 0:00,10541724929,111593
2024-08-29 0:00,16040387424,105427
2024-08-30 0:00,9133970736,118163
2024-08-31 0:00,2328676168,82843
2024-09-01 0:00,1.00E+22,95095
2024-09-02 0:00,4998493495,89195
2024-09-03 0:00,11172296392,102095
2024-09-04 0:00,12537824285,106092
2024-09-05 0:00,8404577408,88286
2024-09-06 0:00,10247042641,112231
2024-09-07 0:00,3695896203,100190
2024-09-08 0:00,2559133339,102801
2024-09-09 0:00,9226381020,102001
2024-09-10 0:00,18893150945,92070
2024-09-11 0:00,15634903634,101546
2024-09-12 0:00,7211490361,99287
2024-09-13 0:00,10495914256,112724
2024-09-14 0:00,2762143515,98996
2024-09-15 0:00,3132559585,118797
2024-09-16 0:00,9288076362,94855
2024-09-17 0:00,8553731465,87122
2024-09-18 0:00,7990909692,80719
2024-09-19 0:00,10903709420,80704
2024-09-20 0:00,9583626968,75710
2024-09-21 0:00,2324602082,58550
2024-09-22 0:00,2207168185,58780
2024-09-23 0:00,7761379852,74355
2024-09-24 0:00,7342326956,69985
2024-09-25 0:00,7980249976,70249
2024-09-26 0:00,8657683651,76541
2024-09-27 0:00,500085738043524,85937
2024-09-28 0:00,2031127703,78564
2024-09-29 0:00,2027828152,70522
2024-09-30 0:00,11999750061,94462
2024-10-01 0:00,14463974899,105750
2024-10-02 0:00,9492603841,94426
2024-10-03 0:00,7980334926,99138
2024-10-04 0:00,9184363124,100235
2024-10-05 0:00,2180585140,75453
2024-10-06 0:00,2264395355,66388
2024-10-07 0:00,9851705258,86842
2024-10-08 0:00,165617210311,77835
2024-10-09 0:00,32592419502,78394
2024-10-10 0:00,1.00001E+15,89547
2024-10-11 0:00,17968716109,79281
2024-10-12 0:00,2641422694,80651
2024-10-13 0:00,104969187719,76597
2024-10-14 0:00,9569623767,87199
2024-10-15 0:00,11145065559,92282
2024-10-16 0:00,11794104378,85462
2024-10-17 0:00,1.16E+71,75244
2024-10-18 0:00,8627276318,68932
2024-10-19 0:00,2160146433,63254
2024-10-20 0:00,2152014012,67611
2024-10-21 0:00,10296324213,86558
2024-10-22 0:00,1009637974077,84145
2024-10-23 0:00,12936492390,87971
2024-10-24 0:00,8989276447,87755
2024-10-25 0:00,13423021926,105179
2024-10-26 0:00,3669482260,79544
2024-10-27 0:00,2520088299,65962
2024-10-28 0:00,43878123643,87637
2024-10-29 0:00,12827858365,100984
2024-10-30 0:00,9668216796,87942
2024-10-31 0:00,11444127764,97521
2024-11-01 0:00,37651305277,103460
2024-11-02 0:00,3306056866,76985
2024-11-03 0:00,3418390821,100859
2024-11-04 0:00,44392008750,104528
2024-11-05 0:00,10966580634,117258
2024-11-06 0:00,22271398742,130251
2024-11-07 0:00,17632589423,108666
2024-11-08 0:00,14847299472,101505
2024-11-09 0:00,7390815407,89420
2024-11-10 0:00,7693076864,100715
2024-11-11 0:00,15688953988,111150
2024-11-12 0:00,120587171608,114315
2024-11-13 0:00,25459886404,103838
2024-11-14 0:00,14808063804,106920
2024-11-15 0:00,10022990753872,107124
2024-11-16 0:00,6152375288,94966
2024-11-17 0:00,4620486777,93096
2024-11-18 0:00,13756979087,105260
2024-11-19 0:00,14294503526,101665
2024-11-20 0:00,13668315130988,113803
2024-11-21 0:00,17613980590,119838
2024-11-22 0:00,17880593185,115273
2024-11-23 0:00,7405632707,100326
2024-11-24 0:00,5172824411,99183
2024-11-25 0:00,54406176045,113057
2024-11-26 0:00,15779519100,117421
2024-11-27 0:00,19404577821,115153
2024-11-28 0:00,9635763217,108648
2024-11-29 0:00,16665538811,122136
2024-11-30 0:00,6192752068,109863
2024-12-01 0:00,4689085425,103765
2024-12-02 0:00,16144407885,122842
2024-12-03 0:00,18303982000,121182
2024-12-04 0:00,17903576741,123141
2024-12-05 0:00,23627889732,134480
2024-12-06 0:00,18431374398,118743
2024-12-07 0:00,6164122969,98332
2024-12-08 0:00,5869021251,98902
2024-12-09 0:00,16787675483,116395
2024-12-10 0:00,14880026934,114989
2024-12-11 0:00,16200850521,105440
2024-12-12 0:00,14505032686,106981
2024-12-13 0:00,14133226303,104410
2024-12-14 0:00,5203245993,101547
2024-12-15 0:00,6040807024,98599
2024-12-16 0:00,16302463875,117814
2024-12-17 0:00,13311076670,117164
2024-12-18 0:00,13374517770,131149
2024-12-19 0:00,19435342413,144095
2024-12-20 0:00,24869943175,148412
2024-12-21 0:00,7623890940,118159
2024-12-22 0:00,5781674099,106298
2024-12-23 0:00,116650462737,125195
2024-12-24 0:00,13265512578,111227
2024-12-25 0:00,6379413100,94825
2024-12-26 0:00,11004099432,105590
2024-12-27 0:00,12443157326,119094
2024-12-28 0:00,4072033283,106793
2024-12-29 0:00,5497646253,114355
2024-12-30 0:00,600000018958023800,138902
2024-12-31 0:00,14084238918,130303
2025-01-01 0:00,9889596063,91473
2025-01-02 0:00,12666798709,108394
2025-01-03 0:00,16050022900,121882
2025-01-04 0:00,6612159691,105104
2025-01-05 0:00,4902687713,101887
2025-01-06 0:00,15837616552,115098
2025-01-07 0:00,17488926744,130876
2025-01-08 0:00,16981516842,141968
2025-01-09 0:00,13615929597,143039
2025-01-10 0:00,21852234619,145794
2025-01-11 0:00,2.22256E+15,111648
2025-01-12 0:00,7602714849,113306
2025-01-13 0:00,17280162749,155386
2025-01-14 0:00,14229959662,131381
2025-01-15 0:00,19387304760,136276
2025-01-16 0:00,15410003884,133865
2025-01-17 0:00,19093698241,134032
2025-01-18 0:00,13151514222,161973
2025-01-19 0:00,19157479951,169126
2025-01-20 0:00,18014426202692212,177220
2025-01-21 0:00,34882577678,151449
2025-01-22 0:00,18743177050,144437
2025-01-23 0:00,20942459644,152657
2025-01-24 0:00,15718710768,137934
2025-01-25 0:00,6260412305,116684
2025-01-26 0:00,6017366563,128463
2025-01-27 0:00,19311079405,167277
2025-01-28 0:00,20418373149,149628
2025-01-29 0:00,11683679353,160522
2025-01-30 0:00,16629950737,158483
2025-01-31 0:00,18146502996,174981
2025-02-01 0:00,7541871952,164220
2025-02-02 0:00,11054035131,186424
2025-02-03 0:00,34349096568,209304
2025-02-04 0:00,23897002173,233613
2025-02-05 0:00,26428458973,186230
2025-02-06 0:00,16126940478,190369
2025-02-07 0:00,19042013339,193878
2025-02-08 0:00,9447134558,148235
2025-02-09 0:00,7132954950,159143
2025-02-10 0:00,17913207719,201026
2025-02-11 0:00,17270620196,229285
2025-02-12 0:00,22469692852,186593
2025-02-13 0:00,17837344244,184200
2025-02-14 0:00,15767340769,185120
2025-02-15 0:00,7474979780,135164
2025-02-16 0:00,6179767363,131622
2025-02-17 0:00,31449588937,154049
2025-02-18 0:00,8900021047621084,194379
2025-02-19 0:00,35556966070,176110
2025-02-20 0:00,18690970841,181193
2025-02-21 0:00,26594595221,196819
2025-02-22 0:00,11079773983,156512
2025-02-23 0:00,8289451035,139875
2025-02-24 0:00,25662573572,207824
2025-02-25 0:00,31029476871,266743
2025-02-26 0:00,27229527636,210580
2025-02-27 0:00,21285952816,208722
2025-02-28 0:00,37001857852,256004
2025-03-01 0:00,10334872218,177984
2025-03-02 0:00,14921394116,177058
2025-03-03 0:00,23655708945,239702
2025-03-04 0:00,24518194397,249305
2025-03-05 0:00,18458351661,203148
2025-03-06 0:00,17198560998,227993
2025-03-07 0:00,20768703500,230315
2025-03-08 0:00,13098276884,167282
2025-03-09 0:00,12218746176,180405
2025-03-10 0:00,23812093953,237559
2025-03-11 0:00,17734835107,256435
2025-03-12 0:00,20346808468,216864
2025-03-13 0:00,24283180476,200656
2025-03-14 0:00,23709900487,189985
2025-03-15 0:00,10707531283,142340
2025-03-16 0:00,9166190165,146071
2025-03-17 0:00,20374296774,189582
2025-03-18 0:00,16463844311,182128
2025-03-19 0:00,44168009027,194334
2025-03-20 0:00,23755159248,192384
2025-03-21 0:00,25608344380,184145
2025-03-22 0:00,2.00E+31,139867
2025-03-23 0:00,100024257805269,136486
2025-03-24 0:00,29754088551,206596
2025-03-25 0:00,31503448815,211303
2025-03-26 0:00,19497173171,208277
2025-03-27 0:00,23197264286,206763
2025-03-28 0:00,27123357073,238232
2025-03-29 0:00,14432168055,198712
2025-03-30 0:00,423213113104,165776
2025-03-31 0:00,31799192978,232830
2025-04-01 0:00,23425676364,224252
2025-04-02 0:00,23159984041,242541
2025-04-03 0:00,1.00003E+15,271248
2025-04-04 0:00,105518044853,235042
2025-04-05 0:00,9.99E+47,154026
2025-04-06 0:00,61650225150,210060
2025-04-07 0:00,30498888108,324151
2025-04-08 0:00,24130345892,290323
2025-04-09 0:00,29887057819,283665
2025-04-10 0:00,23184668242,274834
2025-04-11 0:00,28312486819,268288
2025-04-12 0:00,14354552360,208436
2025-04-13 0:00,10772310827,185776
2025-04-14 0:00,20759756074,231388
2025-04-15 0:00,25830794386,232898
2025-04-16 0:00,22161158567,218864
2025-04-17 0:00,223196805963,213484
2025-04-18 0:00,72535263386,188598
2025-04-19 0:00,9174505827,222706
2025-04-20 0:00,2000000010359959300,156390
2025-04-21 0:00,22155294281,232791
2025-04-22 0:00,33509943268,248878
2025-04-23 0:00,1.00E+38,267596
2025-04-24 0:00,24587811818,326074
2025-04-25 0:00,1.00E+31,311981
2025-04-26 0:00,1012029575792,229007
2025-04-27 0:00,11037563608,191351
2025-04-28 0:00,24511985916,253149
2025-04-29 0:00,17222554305,254079
2025-04-30 0:00,20851494254,255572
2025-05-01 0:00,18014521562192770,241110
2025-05-02 0:00,16988524352,219264
2025-05-03 0:00,9232369704,175728
2025-05-04 0:00,10465146173,171294
2025-05-05 0:00,1.00002E+15,227772
2025-05-06 0:00,20026508487592,243325
2025-05-07 0:00,20834980262,239393
2025-05-08 0:00,29381370752,246908
2025-05-09 0:00,30781629598913,254260
2025-05-10 0:00,12074358151,194546
2025-05-11 0:00,12222739104,183789
2025-05-12 0:00,27988374785,228401
2025-05-13 0:00,32642157526,232237
2025-05-14 0:00,59185792591,230121
2025-05-15 0:00,67971646598,249267
2025-05-16 0:00,71041346949,241153
2025-05-17 0:00,26697572165,226742
2025-05-18 0:00,20094394333,202795
2025-05-19 0:00,25211831312,259325
2025-05-20 0:00,21805597882,260016
2025-05-21 0:00,40808653230,245783
2025-05-22 0:00,63409977717,248280
2025-05-23 0:00,29603756713,254086
2025-05-24 0:00,46295082833,214040
2025-05-25 0:00,55048715965,211730
2025-05-26 0:00,18748458135,263713
2025-05-27 0:00,22496156014,271976
2025-05-28 0:00,17217807224,265545
2025-05-29 0:00,26117243362,235586
2025-05-30 0:00,21331057493,245086
2025-05-31 0:00,12320045426,219247
2025-06-01 0:00,8339600739,252911
2025-06-02 0:00,158955853077,257693
2025-06-03 0:00,30409819825,236220
2025-06-04 0:00,23350765068,222289
2025-06-05 0:00,19702163764,255101
2025-06-06 0:00,27280784553,269612
2025-06-07 0:00,58178498750,243007
2025-06-08 0:00,8985917454,230640
2025-06-09 0:00,22269863933,257574
2025-06-10 0:00,24511340170,273370
2025-06-11 0:00,442523575044,258924
2025-06-12 0:00,19915158958,254286
2025-06-13 0:00,26697844178,289112
2025-06-14 0:00,51019787355,204510
2025-06-15 0:00,10890380850,213192
2025-06-16 0:00,25070018098,277744
2025-06-17 0:00,22890209984,313968
2025-06-18 0:00,24141679621,301990
2025-06-19 0:00,17084081399,254480
2025-06-20 0:00,1.30003E+15,280576
2025-06-21 0:00,29505090226,262608
2025-06-22 0:00,44979017245,311204
2025-06-23 0:00,844005108118081300,344331
2025-06-24 0:00,7222489456107,266638
2025-06-25 0:00,27057576371,262811
2025-06-26 0:00,64454190578,326909
2025-06-27 0:00,803995303265108,342570
2025-06-28 0:00,39562807987,227114
2025-06-29 0:00,200016008156975,218258
2025-06-30 0:00,1122154550874,313412
2025-07-01 0:00,446762442141,385009
2025-07-02 0:00,141383028624,332272
2025-07-03 0:00,1.01004E+15,326371
2025-07-04 0:00,22053065295,300571
2025-07-05 0:00,88418826936,230300
2025-07-06 0:00,196053572245572,203259
2025-07-07 0:00,1.34511E+15,280366
2025-07-08 0:00,2.00E+49,290564
2025-07-09 0:00,196036298515,288197
2025-07-10 0:00,1.00009E+15,298893
2025-07-11 0:00,55120479083,313277
2025-07-12 0:00,62817203797,265936
2025-07-13 0:00,78092619024,228215
2025-07-14 0:00,41768191450,288569
2025-07-15 0:00,50027513586,305737
2025-07-16 0:00,180551233877,280089
2025-07-17 0:00,249766134311,267290
2025-07-18 0:00,68183827466,289976
2025-07-19 0:00,100028463416212,251676
2025-07-20 0:00,26757722226,264397
2025-07-21 0:00,37098396342,313866
2025-07-22 0:00,35764049389380788,329591
2025-07-23 0:00,49424184900,346229
2025-07-24 0:00,60875550176,362698
2025-07-25 0:00,149979068830433380,381250
2025-07-26 0:00,132404597700,257950
2025-07-27 0:00,23012950156,277496
2025-07-28 0:00,45791735447,378338
2025-07-29 0:00,6.09E+64,338776
2025-07-30 0:00,1.00005E+15,282249
2025-07-31 0:00,17055104538399,303542
2025-08-01 0:00,113411085029,418547
2025-08-02 0:00,36043012823,300130
2025-08-03 0:00,35568745537,249751
2025-08-04 0:00,17324397687705,343660
2025-08-05 0:00,140101895316,340162
2025-08-06 0:00,92733727832,348854
2025-08-07 0:00,193208088299,357128
2025-08-08 0:00,1167362422525,373808
2025-08-09 0:00,40084306809,341023
2025-08-10 0:00,5.75E+70,301970
2025-08-11 0:00,112470831681,391061
2025-08-12 0:00,1000000152623112100,380425
2025-08-13 0:00,149229347796,384079
2025-08-14 0:00,156750859314,390276
2025-08-15 0:00,131346603358,449557
2025-08-16 0:00,10000139346630568,304128
2025-08-17 0:00,34501188577,300081
2025-08-18 0:00,156351284719,414373
2025-08-19 0:00,3.53E+70,425265
2025-08-20 0:00,57229519893,397605
2025-08-21 0:00,48796542363,399521
2025-08-22 0:00,63841231486,405206
2025-08-23 0:00,164539499938,396048
2025-08-24 0:00,49992077111,366367
2025-08-25 0:00,93040300480,558879
2025-08-26 0:00,1017638433790,852648
2025-08-27 0:00,222363792564,969525
2025-08-28 0:00,78861083212167220,649332
2025-08-29 0:00,236583115105615740,493574
2025-08-30 0:00,98612319609,310538
2025-08-31 0:00,110647971077,386492
2025-09-01 0:00,1.93E+30,682346
2025-09-02 0:00,1.89E+21,538785
2025-09-03 0:00,1.02E+22,842481
2025-09-04 0:00,596163523048625900000,808169
2025-09-05 0:00,2.75E+21,822008
2025-09-06 0:00,2.38E+21,581115
2025-09-07 0:00,2.44E+21,506951
2025-09-08 0:00,1.46E+21,958382
2025-09-09 0:00,1.76E+21,927838
2025-09-10 0:00,3.66E+22,582480
2025-09-11 0:00,582063115595475260000,658649
2025-09-12 0:00,604975807581699300000,638245
2025-09-13 0:00,1.38E+28,500308
2025-09-14 0:00,1.00E+49,402186
2025-09-15 0:00,2.00E+30,481518
2025-09-16 0:00,2.56504E+15,368690
2025-09-17 0:00,1614467968920430800,435894
2025-09-18 0:00,1.61117E+15,412062
2025-09-19 0:00,1.21607E+15,429442
2025-09-20 0:00,199521941207,522166
2025-09-21 0:00,1.08879E+15,331247
2025-09-22 0:00,55400053961105170,458670
2025-09-23 0:00,8.01277E+16,443332
2025-09-24 0:00,100236432709,399328
2025-09-25 0:00,286170028798,460122
2025-09-26 0:00,52963615933,453948
2025-09-27 0:00,91507757916,436207
2025-09-28 0:00,56287639846,341686
2025-09-29 0:00,150280674349,499342
2025-09-30 0:00,91387237146,498178
2025-10-01 0:00,93723415416,522333
2025-10-02 0:00,44521042989,521530
2025-10-03 0:00,55208064871,479143
2025-10-04 0:00,28201106483,342330
2025-10-05 0:00,10120292309049,368990
2025-10-06 0:00,76892372852,408114
2025-10-07 0:00,48978054992,429348
2025-10-08 0:00,46079113827,469405
2025-10-09 0:00,98319313356,451909
2025-10-10 0:00,56635308340,434680
2025-10-11 0:00,58371723108,443078
2025-10-12 0:00,68836853936,404841
2025-10-13 0:00,54552681623,431721
2025-10-14 0:00,96588518112,432692
2025-10-15 0:00,99708008161,430738
2025-10-16 0:00,73775009373,402593
2025-10-17 0:00,75232950869,425549
2025-10-18 0:00,50225610404,324157
2025-10-19 0:00,73136631865,303663
2025-10-20 0:00,150136882736802,357135
2025-10-21 0:00,130517725290,405968
2025-10-22 0:00,92795978291,416671
2025-10-23 0:00,180075618834,428206
2025-10-24 0:00,200000214874178720,441618
2025-10-25 0:00,31017195860,313835
2025-10-26 0:00,38951611873,307285
2025-10-27 0:00,61218909980,423447
2025-10-28 0:00,54064338078,450695
2025-10-29 0:00,110806803464,419509
2025-10-30 0:00,65231847391,427717
2025-10-31 0:00,67432798262,452599
2025-11-01 0:00,50271565902,337942
2025-11-02 0:00,24761373499,313156
2025-11-03 0:00,1.00E+24,451231
2025-11-04 0:00,128373575483,467700
2025-11-05 0:00,66161840315,478564
2025-11-06 0:00,54600081385,524335
2025-11-07 0:00,50780942942,535215
2025-11-08 0:00,31071176270,377203
2025-11-09 0:00,126960187727,332663
2025-11-10 0:00,48554993276,496087
2025-11-11 0:00,41409587480,489140
2025-11-12 0:00,49403123419,470955
2025-11-13 0:00,19747564191913,479530
2025-11-14 0:00,87539723180,505739
2025-11-15 0:00,47967905984,395607
2025-11-16 0:00,55364394268,405245
2025-11-17 0:00,134803893632,512594
2025-11-18 0:00,58950033168,548477
2025-11-19 0:00,47841636110,505467
2025-11-20 0:00,52438421316,484551
2025-11-21 0:00,82056226429,518382
2025-11-22 0:00,57109489041,387648
2025-11-23 0:00,59732574508,374209
2025-11-24 0:00,72801596746,521239
2025-11-25 0:00,64154837744,566184
2025-11-26 0:00,70586253078,579942
2025-11-27 0:00,9.00E+25,513107
2025-11-28 0:00,270145393073,551629
2025-11-29 0:00,50960468171,659434
2025-11-30 0:00,64346746284,362050
2025-12-01 0:00,276752590271,592155
2025-12-02 0:00,5000000080368468000,545304
2025-12-03 0:00,95992422138,586656
2025-12-04 0:00,88817600447,554723
2025-12-05 0:00,172863714506,578286
2025-12-06 0:00,45485397144,399714
2025-12-07 0:00,23866350996,291801
2025-12-08 0:00,36444538069,337900
2025-12-09 0:00,51800271931,437527
2025-12-10 0:00,147335105560,465746
2025-12-11 0:00,105926199992,515548
2025-12-12 0:00,355105598260599940,443839
2025-12-13 0:00,35143260824,355486
2025-12-14 0:00,9.99E+58,349222
2025-12-15 0:00,84210336332,554957
2025-12-16 0:00,102562482177,576885
2025-12-17 0:00,79214551121,565683
2025-12-18 0:00,6858720538186711000,547093
2025-12-19 0:00,78927209655,551581
2025-12-20 0:00,38458736976,511997
2025-12-21 0:00,104821746351,574559
2025-12-22 0:00,62409635270,594977
2025-12-23 0:00,85105979827,684346
2025-12-24 0:00,50661244795,634365
2025-12-25 0:00,52800322668,673190
2025-12-26 0:00,57823007684,713571
2025-12-27 0:00,49433467057,749431
2025-12-28 0:00,3268558635540958000,588980
2025-12-29 0:00,1651133977245403000,861662
2025-12-30 0:00,669589712247824600,829691
2025-12-31 0:00,4982880797093036000,939230
2026-01-01 0:00,257649039267967,856421
2026-01-02 0:00,8477598920506467000,870186
2026-01-03 0:00,9082005238980005000,890242
2026-01-04 0:00,46307060108,750046
2026-01-05 0:00,51453541872,788860
2026-01-06 0:00,126255083049,782823
2026-01-07 0:00,67132504611,756622
2026-01-08 0:00,117233007628,626266
2026-01-09 0:00,63396394888,601443
2026-01-10 0:00,48852905619,474121
2026-01-11 0:00,91906417455,435446
2026-01-12 0:00,2087551454862,599396
2026-01-13 0:00,56416304678,632303
2026-01-14 0:00,61402301725,660887
2026-01-15 0:00,45683560633,631575
2026-01-16 0:00,252807856184,575416
2026-01-17 0:00,52993760250,485866
2026-01-18 0:00,31137683955,347101